"PORT","COUNTRY","ISEU","LOCODE","LAT","LON","PORT_CALL count"
"Hodeidah","YE",0,"YEHOD",14.84,42.94,319
"Kochi","JP",0,"JP KCZ",33.54,133.57,319
"La Coruna","ES",1,"ESLCG",43.35,-8.37,317
"Thorshavn","FO",0,"FOTHO",62,-6.77,316
"Oita","JP",0,"JPOIT",33.26,131.68,311
"Penglai","CN",0,"CNPLA",37.79,120.63,310
"Dumai","ID",0,"IDDUM",1.7,101.48,309
"Xiaocuo","CN",0,"",25.21,118.96,309
"Nacala","MZ",0,"MZMNC",-14.54,40.67,306
"Houlingcun","CN",0,"",39.98,119.83,305
"Freetown","SL",0,"SLFNA",8.49,-13.21,304
"Jiaxing Power Plant","CN",0,"CNJIX",30.63,121.16,302
"Newport (UK)","GB",1,"GBNEP",51.55,-2.98,297
"Astoria","US",0,"USAST",46.18,-123.81,296
"Kingston (Jamaica)","JM",0,"JMKIN",17.97,-76.79,296
"Haikou","CN",0,"CNHAK",20.04,110.28,295
"Jorf Lasfar","MA",0,"MAJFL",33.12,-8.63,295
"Matsuyama","JP",0,"JP MYJ",33.85,132.69,292
"Carteya Guadarranque","ES",1,"ESRDG",36.17,-5.42,291
"Tananger","NO",0,"NOTAE",58.92,5.59,291
"Venice Louisiana","UA",0,"UAVN3",29.3,-89.37,289
"Ako","JP",0,"JPAKO",34.73,134.4,288
"Samsun","TR",0,"TRSSX",41.31,36.38,288
"Eregli","TR",0,"TRERE",41.27,31.4,287
"Freeport","US",0,"USFPO",28.94,-95.34,287
"Imam Khomeini","IR",0,"IRBKM",30.4,49.05,283
"Kuwait","KW",0,"KWKWI",29.35,47.92,282
"Guaymas","MX",0,"MXGYM",27.92,-110.87,278
"Altinova","TR",0,"",40.71,29.47,276
"Yanbu","SA",0,"SAYNB",24.08,38.07,275
"Laizhou","CN",0,"CNLAI",37.41,119.95,274
"Qianaobu","CN",0,"CNGRO",23.22,116.78,274
"Sevilla","ES",1,"ESSVQ",37.32,-6,274
"Rauma","FI",1,"FIRAU",61.13,21.43,272
"Sevastopol","UK",0,"UKSVP",44.62,33.55,272
"Zhapu","CN",0,"CNZAP",30.58,121.08,272
"Taranto","IT",1,"ITTAR",40.49,17.19,267
"Brindisi","IT",1,"ITBDS",40.65,17.97,266
"Wilmington","US",0,"USILM",34.19,-77.96,266
"Ras Isa","YE",0,"YERAI",14.97,42.8,265
"Hanjiang","CN",0,"CNHAN",25.45,119.19,264
"New Plymouth","NZ",0,"NZNPL",-39.06,174.04,263
"Songxia","CN",0,"CNSON",25.76,119.63,261
"Shajiao","CN",0,"CNSHO",22.74,113.67,259
"Batam","ID",0,"IDBTH",1.1,103.89,258
"Leixoes","PT",1,"PTLEI",38.68,-9.18,257
"Hui Zhou","CN",0,"CNHZP",22.74,114.63,255
"Soma","JP",0,"JPSOM",37.86,140.96,253
"Gaolan","CN",0,"CNGAL",21.94,113.23,250
"Agadir","MA",0,"MAAGA",30.43,-9.65,249
"Beaumont","US",0,"USBPT",30.08,-94.08,249
"Lirquen","CL",0,"CLLQN",-36.71,-72.99,249
"Malmo","SE",1,"SEMMA",55.63,12.98,249
"Puerto del Rosario","ES",1,"ESFUE",28.49,-13.86,249
"Tieshan Xingang","CN",0,"CNBHT",21.48,109.55,249
"Hualien","TW",0,"TWHUN",23.99,121.63,245
"Naha","JP",0,"JPNAH",26.23,127.67,245
"Tamano","JP",0,"JPTAM",34.45,133.93,245
"Eastham","GB",1,"GBEAM",53.41,-3.01,244
"Port Harcourt","NG",0,"NGPHC",4.77,7.01,243
"Liepaja","LV",1,"LVLPX",56.55,21.04,242
"Adabiya","EG",0,"EGADA",29.88,32.48,240
"Ain Sukhna","EG",0,"EG AIS",29.65,32.36,237
"Etouwan","CN",0,"",21.85,112.92,237
"Portovesme","IT",1,"ITPVE",39.2,8.4,234
"Ibaraki","JP",0,"JPIAK",36.43,140.63,232
"Oxelosund","SE",1,"SEOXE",58.66,17.11,232
"Esmeraldas","EC",0,"ECESM",0.99,-79.65,231
"Ridley Island","CA",0,"",54.23,-130.34,229
"Osthavnen","DK",1,"",57.05,10.05,227
"Point Comfort","US",0,"USPCR",28.65,-96.56,226
"Split","HR",1,"HRSPU",43.53,16.46,226
"St. Thomas","US",0,"USJWY",18.33,-64.95,226
"Dahej","IN",0,"INDAH",21.68,72.5,225
"Galveston","US",0,"USGLS",29.31,-94.81,225
"Gulfport","US",0,"USGPT",30.36,-89.09,224
"Ponta Delgada","PT",1,"PTPDL",37.74,-25.67,224
"Chioggia","IT",1,"ITCHI",45.21,12.27,222
"Sao Luis","BR",0,"BRITQ",-2.57,-44.38,222
"Oulu","FI",1,"FIOUL",65,25.41,221
"Brake","DE",1,"DEBKE",53.34,8.49,220
"Lake Charles","US",0,"USLCH",30.22,-93.26,220
"Dneprobugskiy","UA",0,"UADNB",46.77,31.94,218
"Elevsis","GR",1,"GRELE",38.02,23.54,217
"Yu Huan Terminal","CN",0,"CNHGH",28.12,121.12,215
"Anchorage (USA)","US",0,"USANC",61.24,-149.9,213
"Rostock","DE",1,"DERSK",54.15,12.12,213
"Houshi","CN",0,"",24.31,118.13,211
"Zhuangyuanao","CN",0,"",27.9,121.11,211
"Itaguai","BR",0,"BRIGI",-22.93,-43.86,209
"Alicante","ES",1,"ESALC",38.33,-0.5,208
"Umm Qasr","IQ",0,"IQUQR",30.03,47.95,208
"Waterford","IE",1,"IEWAT",52.26,-7.03,207
"Kure","JP",0,"JPKRE",34.23,132.56,206
"Akita","JP",0,"JPAXT",39.76,140.06,205
"Catania","IT",1,"ITCTA",37.5,15.09,205
"Ahus","SE",1,"SEAHU",55.93,14.33,204
"Swinoujscie","PL",1,"PLSWI",53.91,14.28,203
"Yue Qing","CN",0,"",28.17,121.11,202
"Dar es Salaam","TZ",0,"TZDAR",-6.83,39.3,201
"Aden","YE",0,"YEADE",12.79,44.96,199
"Muscat","OM",0,"OMMC",23.63,58.57,199
"Wenzhou","CN",0,"CNWNZ",28.11,120.86,199
"Huludao","CN",0,"CNHLO",40.72,121.01,198
"Tanjung Merangas","ID",0,"IDTME",0.03,117.53,198
"Tocopilla","CL",0,"CLTOQ",-22.09,-70.21,195
"Bizerte","TN",0,"TNBIZ",37.27,9.87,194
"Hanjin Subic Shipyard","PH",0,"",14.82,120.21,194
"Trois-Rivieres","CA",0,"CATRR",46.34,-72.54,194
"Porsgrunn","NO",0,"NOPOR",59.12,9.62,193
"Augusta","IT",1,"ITAUG",37.2,15.21,191
"Xiu Shan Island","CN",0,"",30.15,122.15,190
"Zarate","AR",0,"ARZAE",-34.07,-59.03,189
"Huelva","ES",1,"ESHUV",37.19,-6.94,188
"Narvik","NO",0,"NONVK",68.42,17.41,187
"Antofagasta","CL",0,"CLANF",-23.65,-70.41,184
"Alang","IN",0,"INALA",21.39,72.22,182
"Tokuyama","JP",0,"JPTKY",35.06,139.72,182
"Port Talbot","GB",1,"GBPTB",51.58,-3.8,181
"Cuxhaven","DE",1,"DECUX",53.86,8.73,180
"Haldia","IN",0,"INHAL",22.03,88.09,180
"Bohaixiang","CN",0,"",39.98,119.82,177
"Darwin","AU",0,"AUDRW",-12.49,130.88,177
"Imabari","JP",0,"JPIMB",34.07,133.01,176
"Monfalcone","IT",1,"ITMNF",45.78,13.56,176
"Aalesund","NO",0,"NOAES",62.47,6.14,175
"Sembawang","SG",0,"SGSEM",1.46,103.81,175
"Barao de Teffe","BR",0,"BRANT",-25.46,-48.67,174
"Skikda","DZ",0,"DZSKI",37.05,6.91,173
"Ceyhan","TR",0,"TRCEY",36.88,35.91,172
"Pertigalete","VE",0,"VEPRG",10.24,-64.56,172
"Portsmouth","GB",1,"GBPME",50.81,-1.09,169
"Aojiang","CN",0,"",27.36,120.56,168
"Cobh","IE",1,"IECOB",51.84,-8.32,168
"Pointe Noire","CG",0,"CGPNR",-4.79,11.83,168
"Gabes","TN",0,"TNGAE",33.91,10.1,167
"Niihama","JP",0,"JPIHA",33.98,133.29,167
"Subic Bay","PH",0,"PHSFS",14.83,120.25,163
"Apenrade","DK",1,"DKAAB",55.03,9.43,161
"Langkawi","MY",0,"MYLGK",6.43,99.76,161
"Santander","ES",1,"ESSDR",43.45,-3.81,160
"Campana","AR",0,"ARCMP",-34.15,-58.96,159
"Puerto Plata","DO",0,"DOPOP",19.81,-70.7,158
"Sharjah","AE",0,"AESHJ",25.36,55.38,158
"Townsville","AU",0,"AUTSV",-19.25,146.84,158
"Clarkson","CA",0,"CACSN",43.48,-79.61,157
"Marugame","JP",0,"JPMAR",34.3,133.78,157
"Shipuzhen","CN",0,"",29.16,121.88,157
"Manjung","MY",0,"MY MAN",4.14,100.62,156
"Fairlie","GB",1,"GBFEE",55.75,-4.88,155
"Daesan-Seosan","KR",0,"KRTSN",37.02,126.42,153
"Kakinada","IN",0,"INKAK",17,82.32,153
"Port O'Connor","US",0,"USVCT",28.38,-96.23,153
"Ishinomaki","JP",0,"JPISM",38.41,141.27,150
"Port Huron","US",0,"US PHN",42.98,-82.42,150
"Port Nelson","NZ",0,"NZPON",-41.26,173.27,150
"Vado Ligure","IT",1,"ITVDL",44.26,8.45,150
"Basuo","CN",0,"CNBAS",19.1,108.62,149
"Castries","LC",0,"LCCAS",14.01,-60.99,149
"Esbjerg","DK",1,"DKEBJ",55.47,8.43,148
"Tanjung Bara Coal Terminal","ID",0,"IDTBA",0.53,117.66,147
"Porto Alegre","BR",0,"BRPOA",-30.01,-51.21,146
"Trondheim","NO",0,"NOTRD",63.44,10.42,146
"Hadera","IL",0,"ILHAD",32.47,34.88,145
"Omaezaki","JP",0,"JPOMZ",33.99,134.99,145
"Palermo","IT",1,"ITPMO",38.13,13.37,145
"Toronto","CA",0,"CATOR",43.64,-79.36,145
"Ghazaouet","DZ",0,"DZGHZ",35.1,-1.86,144
"Pinkenba","AU",0,"AUPNA",-27.43,153.12,142
"Savona","IT",1,"ITSVN",44.31,8.5,141
"Belize City","BZ",0,"BZBZE",17.47,-88.2,140
"East-London","ZA",0,"ZAELS",-33.03,27.91,140
"Belem","BR",0,"BRBEL",-1.44,-48.5,139
"Golcuk","TR",0,"TRGOK",40.72,29.89,139
"Pascagoula","US",0,"USPGL",30.35,-88.54,139
"Nizza","FR",1,"FRNCE",43.69,7.29,134
"Onahama","JP",0,"JPONA",36.93,140.88,134
"Heimaey","IS",0,"ISVES",63.45,-20.28,133
"Kalundborg","DK",1,"DKKAL",55.67,11.09,133
"Nordenham","DE",1,"DENHA",53.49,8.5,133
"Nouadhibou","MR",0,"",20.81,-17.04,133
"Capu Midia","RO",1,"RONDI",44.34,28.68,132
"Weitou","CN",0,"CNWTU",24.52,118.56,132
"Port Dickson","MY",0,"MY PDI",2.58,101.72,131
"Valletta","MT",1,"MTMLA",35.89,14.51,130
"Bushehr","IR",0,"IRBUZ",29,50.83,129
"Batumi","GE",0,"GEBUS",41.65,41.65,128
"Varberg","SE",1,"SEVAG",57.11,12.24,128
"Morro Redondo","MX",0,"MXMRE",28.05,-115.17,127
"Delfzijl","NL",1,"NLDZL",53.32,6.92,126
"Okpo","KR",0,"KROKP",34.89,128.71,126
"Stavanger","NO",0,"NOSVG",59.02,5.64,125
"Tarjun","ID",0,"IDTAR",-3.28,116.11,125
"Buchanan","LR",0,"LRUCN",5.86,-10.05,124
"General Santos","PH",0,"PHGES",6.09,125.16,123
"Niigata-Nishi","JP",0,"JPKIJ",37.98,139.23,123
"Banjul","GM",0,"GMBJL",13.44,-16.57,121
"Maentyluoto","FI",1,"FIMTL",61.6,21.47,121
"Malabo","GQ",0,"GQSSG",3.76,8.78,121
"Saint Georges","GD",0,"GDSTG",12.05,-61.75,120
"Santo Domingo","DO",0,"DOSDQ",18.47,-69.88,120
"Djen Djen","DZ",0,"DZDJE",36.83,5.89,119
"Emden","DE",1,"DEEME",53.35,7.19,119
"El Ferrol","ES",1,"ESFRO",43.46,-8.32,118
"Manatee","US",0,"USPME",27.63,-82.56,118
"Ashkelon","IL",0,"ILAKL",31.66,34.53,117
"Hukou","CN",0,"",23.18,116.66,117
"La Guaira","VE",0,"VELAG",10.6,-66.94,117
"Macun","CN",0,"CNMCN",19.97,110.03,117
"Mishima-Kawanoe","JP",0,"JPMKX",34,133.55,115
"Yeongheung","KR",0,"KR YCH",37.25,126.42,115
"Kherson","UA",0,"UAKHE",46.61,32.6,114
"Ras Laffan","QA",0,"QARLF",25.9,51.62,114
"Buetzfleth","DE",1,"DEBUZ",53.65,9.5,113
"Glensanda","GB",1,"GBGSA",56.57,-5.53,113
"Shuaiba","KW",0,"KWSAA",29.04,48.17,113
"Sandusky","US",0,"USSKY",41.46,-82.73,112
"Durres","AL",0,"ALDRZ",41.31,19.45,111
"Port Cartier","CA",0,"CAPCA",50.03,-66.78,111
"Punto Fijo","VE",0,"VEPFI",11.67,-70.25,111
"St. John's","CA",0,"CASJF",47.56,-52.71,111
"Carrara","IT",1,"ITCRA",44.03,10.04,108
"Sheerness","GB",1,"GBSHS",51.44,0.74,108
"Topolobampo","MX",0,"MXTPB",25.58,-109.06,108
"Cai Lan","VN",0,"VNCLN",20.96,107.06,107
"Coquimbo","CL",0,"CLCQQ",-29.95,-71.33,107
"Ellesmere","GB",1,"GBELM",53.32,-2.95,107
"La Rochelle-Pallice","FR",1,"FRLPE",46.14,-1.56,107
"Motril","ES",1,"ESMOT",36.72,-3.52,107
"Tianjin Xingang Shipyard","CN",0,"CNXIG",38.81,121.12,107
"Zhongjia","CN",0,"",37.71,121.07,107
"Ajman","AE",0,"AEAJM",25.42,55.44,105
"Civet Guandong","CN",0,"CNCIV",22.19,113.09,105
"Mogadishu","SO",0,"SO MGQ",2.03,45.34,105
"Port Angeles","US",0,"USPGZ",48.13,-123.42,105
"Raoping","CN",0,"",23.56,117.11,105
"Becancour","CA",0,"CABEC",46.4,-72.38,104
"Santa Cruz de la Palma","ES",1,"ESSPC",28.68,-17.77,104
"Male","MV",0,"MVMLE",4.19,73.5,103
"Mo I Rana","NO",0,"NOMQN",66.32,14.12,103
"Muldwarka","IN",0,"INMDK",20.73,70.67,103
"Tadotsu","JP",0,"JPTAD",34.28,133.74,103
"Taean","KR",0,"KR TAN",36.69,125.91,103
"Detroit","US",0,"USDET",42.26,-83.12,102
"Northfleet","GB",1,"GBNFT",51.45,0.34,101
"Redwood City","US",0,"USRWC",37.51,-122.21,101
"Kolding","DK",1,"DKKOL",55.49,9.5,100
"Recife","BR",0,"BRREC",-8.86,-35.3,99
"Trapani","IT",1,"ITTPS",38.01,12.52,98
"Breiviken","NO",0,"NOBVR",59.09,5.9,96
"Himeji","JP",0,"JPHIM",34.76,134.64,96
"El-Sokhna","EG",0,"",29.65,32.35,94
"Thevenard","AU",0,"AUTHE",-32.15,133.64,94
"Bordeaux","FR",1,"FRBOD",44.99,-0.55,93
"Rafnes","NO",0,"NORAF",59.11,9.58,93
"Hunterston Terminal","GB",1,"GBHST",55.75,-4.87,92
"Trabzon","TR",0,"TRTZX",41,39.74,92
"Acajutla","Ac",0,"Acajutla",13.58,-89.84,91
"Bandirma","TR",0,"TRBDM",40.36,27.96,91
"Glasgow","GB",1,"GBGLW",55.87,-4.35,91
"Playa del Carmen","MX",0,"MXPCM",20.57,-87.13,91
"Rostov-on-Don","RU",0,"RUROV",47.19,39.67,91
"Brunswick","US",0,"USSSI",31.13,-81.49,90
"Meizhou","CN",0,"CNMEZ",23.59,113.98,90
"Tuapse","RU",0,"RUTUA",44.09,39.07,90
"Weihai New Shipbuilding","CN",0,"",37.45,122.28,90
"Atucha","AR",0,"ARATU",-33.96,-59.18,88
"Batu Ampar","ID",0,"IDBUR",1.17,104,88
"Tagonoura","JP",0,"JPTGO",35.14,138.69,88
"Tanzai","CN",0,"",22.71,115.56,88
"Kali Limenes","GR",1,"GRKIL",34.93,24.83,87
"San Diego","US",0,"USSAN",32.66,-117.17,87
"Villa Constitucion","AR",0,"ARVCN",-33.25,-60.29,87
"Campamento","ES",1,"ESLLI",36.17,-5.38,86
"Police","PL",1,"PLPLC",53.56,14.6,86
"Port Alberni","CA",0,"CAPAB",49.23,-124.81,86
"Harmac","CA",0,"",49.14,-123.85,85
"Port Hueneme","US",0,"USNTD",34.15,-119.21,85
"Eilat","IL",0,"ILETH",29.53,34.94,84
"Georgetown","GY",0,"GYGEO",6.8,-58.18,84
"Palma","ES",1,"ESPMI",39.55,2.64,84
"Aaheim","NO",0,"NOAHM",62.04,5.52,83
"Landskrona","SE",1,"SELAA",55.86,12.83,82
"Puerto Bolivar (COL)","CO",0,"COPBO",12.25,-71.96,82
"Toledo","US",0,"USTOL",41.67,-83.49,81
"Coatzacoalcos","MX",0,"MXCOA",18.13,-94.41,79
"Fisherman Islands","AU",0,"AUFIS",-27.45,153.09,79
"Tanjung Berhala","MY",0,"MYTBE",4.25,103.47,79
"Contrecoeur","CA",0,"CACOC",45.83,-73.28,78
"Berbera","SO",0,"SOBBO",10.44,44.99,77
"Port Lincoln","AU",0,"AUPLO",-34.72,135.87,77
"Safi","MA",0,"MASFI",32.31,-9.25,77
"Drepano Riou","GR",1,"GRDRE",38.34,21.84,76
"Pozzallo","IT",1,"ITPZL",36.71,14.84,76
"Santo Tomas de Castilla","GT",0,"GTSTC",15.79,-88.61,76
"Caojingzhen","CN",0,"CNCJG",30.77,121.45,75
"Puerto Montt","CL",0,"CLPMC",-41.48,-72.95,75
"Fateh Island","AE",0,"AEFAT",25.6,54.52,74
"Fushikitoyama","JP",0,"JPFTX",36.77,137.11,72
"Mackay Seaport","AU",0,"AUMKY",-21.1,149.23,72
"Tanjung Jati Coal Terminal","ID",0,"",-6.44,110.74,72
"Putian","CN",0,"CNPUT",25.21,118.99,70
"Pittsburg","US",0,"USPHG",38.03,-121.87,69
"Sousse","TN",0,"TNSUS",35.83,10.65,69
"Tobata","JP",0,"JPTBT",33.93,130.76,68
"Aveiro","PT",1,"PTAVE",40.64,-8.71,67
"Imbituba","BR",0,"BRIBB",-28.22,-48.65,67
"Port Weller","CA",0,"CAPWE",43.29,-79.2,67
"Dongshan Dao","CN",0,"CNDSN",32.01,118.59,66
"Ponta Ubu","BR",0,"BRPOU",-20.79,-40.57,66
"Portland (AU)","AU",0,"AUPTJ",-38.35,141.62,66
"Yoshiumi","JP",0,"JPYHI",34.15,133,66
"Altamira","MX",0,"MXATM",22.48,-97.86,65
"Callao","PE",0,"PECLL",-12.03,-77.17,65
NA,"DK",1,"DKKRR",55.33,11.15,65
"Mangalia","RO",1,"ROMAG",43.79,28.61,65
"Pointe-a-Pitre","GP",0,"GPPTP",16.23,-61.54,65
"Tombak Gas Terminal","IR",0,"IRTMB",27.73,52.15,65
"Tripoli","LB",0,"LBKYE",34.46,35.83,65
"Ahmed Bin Rashid Port","AE",0,"AEQIW",25.59,55.58,64
"Chatham","GB",1,"GBCTM",51.4,0.55,64
"Killybegs","IE",1,"IECFN",35.29,139.66,64
"Kokkola","FI",1,"FIKOK",63.92,22.95,64
"Porto Torres","IT",1,"ITPTO",40.85,8.36,64
"Bahia las Minas","PA",0,"PAPBM",9.39,-79.81,63
"Jinhu","TW",0,"",24.41,118.43,63
"Maoming","CN",0,"CNMMI",21.39,111.11,63
"Dasha","CN",0,"CNDSA",30.16,122,62
"Kerch","UA",0,"UAKEH",45.36,36.49,62
"Sete","FR",1,"FRSET",43.4,3.72,62
"Mosjoen","NO",0,"NOMJF",65.85,13.19,61
"Nghi Son","VN",0,"VNNGH",19.31,105.82,60
"Vasilikos","CY",1,"CYVAS",34.72,33.32,60
"Floro","NO",0,"NOFRO",61.61,5.07,59
"Port Canaveral","US",0,"USPCV",28.41,-80.61,59
"St. Johns","AG",0,"AGSJS",17.12,-61.86,59
"Victoria","SC",0,"SCVIC",-4.63,55.46,59
"Bontang","ID",0,"IDBXT",0.18,117.5,58
"Cardiff","GB",1,"GBCDF",51.46,-3.15,58
"Monrovia","LR",0,"LRMLW",6.34,-10.8,58
"Piombino","IT",1,"ITPIO",42.92,10.56,58
"Punta Arenas","CL",0,"CLPUQ",-53.13,-70.86,58
"Zhuhai","CN",0,"CNZUH",22.29,113.59,58
"Miyazaki","JP",0,"JPKMI",31.91,131.46,57
"Texas City","US",0,"USTXT",29.36,-94.9,57
"Chekka","LB",0,"LBCHK",34.33,35.71,56
"Sydney (Canada)","CA",0,"CASYD",46.16,-60.2,56
"Stockton","US",0,"USSCK",37.95,-121.33,55
"Nanchangshan Dao","CN",0,"",31.32,119.88,54
"Noshiro","JP",0,"JPNSR",40.21,140,54
"Whyalla","AU",0,"AUWYA",-33.02,137.6,54
"Farsund","NO",0,"NOFAN",59.53,10.41,53
"Famagusta","CY",1,"CYFMG",35.13,33.94,52
"Halden","NO",0,"NOHAL",59.12,11.37,52
"La Plata","AR",0,"ARLPG",-34.86,-57.9,52
"Panjin Terminal","CN",0,"CNPJI",40.63,121.98,52
"Port Giles","AU",0,"AUPGI",-35.02,137.77,52
"Raahe","FI",1,"FIRAH",64.66,24.41,52
"Ras Tanura","SA",0,"SARTA",26.67,50.12,52
"Sept Iles","CA",0,"CASEI",50.2,-66.43,52
"Petropavlovsk-Kamchatskiy","RU",0,"RUPKC",53.01,158.65,51
"Sarnia","CA",0,"CA SNI",42.96,-82.44,51
"Abbot Point","AU",0,"AUABP",-19.87,148.08,50
"Londonderry","GB",1,"GBLDY",55.04,-7.26,50
"Nantes","FR",1,"FRNTE",47.19,-1.61,50
"Patras Rio","GR",1,"GRRIO",38.31,21.79,50
"Praia da Vitoria","PT",1,"PTPRV",38.71,-27.05,50
"Safaga","EG",0,"",26.75,33.94,50
"Pointe Noire (CA)","CA",0,"CAPNO",50.23,-66.42,49
"Tuxpan","MX",0,"MXTUX",20.95,-97.34,49
"Annaba","DZ",0,"DZAAE",36.9,7.77,48
"Canical","PT",1,"PTCNL",32.74,-16.73,48
"Huangqi","CN",0,"",26.32,119.88,48
"Bissau","GW",0,"GWOXB",11.86,-15.57,47
"Brownsville","US",0,"USBRO",25.96,-97.38,47
"Jersey, UK","JE",0,"JESTH",49.18,-2.11,47
"Kalmar","SE",1,"SEKLR",56.66,16.37,47
"Long Hai","CN",0,"CNLGI",24.87,118.19,47
"Okha","IN",0,"INOKH",22.47,69.08,47
"Roseau","DM",0,"DMRSU",15.31,-61.39,47
"Abu Qir","EG",0,"EGAKI",31.33,30.08,46
"Barcadera","AW",0,"AWBAR",12.48,-70,46
"Carboneras","ES",1,"ESCRS",36.98,-1.9,46
"Figueira da Foz","PT",1,"PTFDF",40.14,-8.85,46
"Gaeta","IT",1,"ITGAE",41.23,13.57,46
"Grays Harbor","US",0,"USGHR",46.96,-123.85,46
"Huanghai Shipbuilding Corp.","CN",0,"",36.9,122.45,45
NA,"DO",0,"DOSPM",18.45,-69.31,45
"Fray Bentos","UY",0,"UYFZB",-33.11,-58.31,44
"Kostrena","HR",1,"HRKOS",45.31,14.48,44
"Duigougangzhen","CN",0,"",34.39,119.79,43
"Gresik","ID",0,"IDGRE",-7.14,112.66,43
"Larak Island","IR",0,"",26.95,56.43,43
"Ortona","IT",1,"ITOTN",42.35,14.42,43
"Saint Nicolas","GR",1,"GRSTN",38.36,22.68,43
"Jinshan Weizhen","CN",0,"CNJSP",30.68,121.28,42
"Kahului","US",0,"USOGG",21.32,-158.11,42
"Rhodos","GR",1,"GRRHO",36.44,28.24,42
"Aomori","JP",0,"JPAOJ",40.83,140.75,41
"Ishikawa","JP",0,"JPIKW",26.43,127.84,41
"Mubarraz Island","AE",0,"AEMBS",24.53,53.34,41
